chapter,verse,question,answer
4,12,"Whom shall you not put to the test","The Lord your God"
4,12,"To what shall you not put the Lord your God","The test"
4,13,"When did he depart from him","When the devil had ended every temptation OR Until an opportune time"
4,13,"Who had ended every temptation (departed)","The devil (he)"
4,13,"What had the devil ended","Every temptation"
4,14,"Who returned","Jesus"
4,14,"In what did Jesus return","The power of the Spirit"
4,14,"To where did Jesus return","Galilee"
4,14,"What went out","(A) Report about him"
4,14,"Through where did a report about him go out","All the surrounding country"
4,15,"In where did he teach","Their synagogues"
4,15,"Being what did he teach in their synagogues","Glorified by all"
4,16,"To where did he come [OR Where had he been brought up]","Nazareth"
4,16,"As what did he go (to the synagogue)","As was his custom"
4,16,"To where did he go","The synagogue"
4,16,"On when did he go (to the synagogue)","The Sabbath day"
4,16,"Why did he stand up","To read"
4,17,"What was given (to him) [OR What did he unroll]","The scroll of the prophet Isaiah"
4,17,"What did he find [OR Where was it written]","The place"
4,18,"Who is upon me","The Spirit of the Lord"
4,18,"Why is the Spirit of the Lord upon me","Because he has anointed me to proclaim good news to the poor"
4,18,"What has he anointed me to proclaim","Good news"
4,18,"To whom has he anointed me to proclaim good news","The poor"
4,18,"To whom has he sent me to proclaim recovering of sight","The blind"
4,18,"Whom has he sent me to set at liberty","Those who are oppressed"
4,18,"Why has he sent me","To proclaim liberty to the captives and recovering of sight to the blind"
4,18,"To whom has he sent me to proclaim liberty","The captives"
4,20,"What did he roll up [OR What did he give back)","The scroll (it)"
4,20,"To whom did he give it back","The attendant"
4,20,"What were fixed on him","The eyes of all in the synagogue"
4,21,"What did he begin to say","“Today this Scripture has been fulfilled in your hearing”"
4,21,"When has this Scripture been fulfilled","Today"
4,21,"What has been fulfilled","This Scripture"
4,21,"In what has this Scripture been fulfilled","Your hearing"
4,22,"Who spoke well of him and marveled at the gracious words that were coming from his mouth","All"
4,22,"At what did all marvel [OR What were coming from his mouth]","The gracious words"
4,22,"What did they say","“Is not this Joseph’s Son”"
4,23,"What did he say","“Doubtless you will quote to me this proverb, ‘Physician, heal yourself.’ What we have heard you did at Capernaum, do here in your hometown as well”"
4,23,"What will you quote","This proverb (to me) OR ‘Physician, heal yourself’"
4,23,"Do what (here in your hometown)","What we have heard you did at Capernaum"
4,23,"In where do what you did at Capernaum","Your hometown"
4,24,"What did he say","“Truly, I say to you, no prophet is acceptable in his hometown”"
4,24,"What do I say (to you)","No prophet is acceptable in his hometown"
4,24,"How do I say","Truly"
4,24,"Who is acceptable in his hometown","No prophet"
4,24,"What is no prophet in his hometown","Acceptable"
4,24,"In where is no prophet acceptable","His hometown"
4,25,"In what do I tell you","Truth"
4,25,"What do I tell you","There were many widows in Israel in the days of Elijah, when the heavens were shut up three years and six months, and a great famine came over all the land"
4,25,"Who were there (in Israel in the days of Elijah)","Many widows"
4,25,"In where were there many widows","Israel"
4,25,"In when were there many widows [OR When were the heavens shut up three years and six months]","The days of Elijah"
4,25,"What were shut up","The heavens"
4,25,"What came over all the land","(A) Great famine"
4,25,"Over what did a great famine come","All the land"
4,26,"Who was sent to none of them (but only to Zarephath)","Elijah"
4,26,"To whom was Elijah sent","None of them OR (A) Woman (who was a widow)"
4,26,"To where was Elijah sent","Zarephath (in the land of Sidon)"
4,27,"Who were there (in Israel in the time of the prophet Elisha)","Many lepers"
4,27,"In where were there many lepers","Israel"
4,27,"In when were there many lepers","The time of the prophet Elisha"
4,27,"Who was cleansed","None of them OR Only Naaman the Syrian"
4,27,"What was none of them [OR What was Naaman the Syrian]","Cleansed"
4,28,"When were all in the synagogue filled with wrath","When they heard these things"
4,28,"What did they hear","These things"
4,28,"Who were filled with wrath","All in the synagogue"
4,28,"In where were all filled with wrath","The synagogue"
4,28,"What were all in the synagogue","Filled with wrath"
4,28,"With what were all in the synagogue filled","Wrath"
4,29,"Out of where did they drive him","The town"
4,29,"To where did they bring him","The brow of the hill on which their town was built"
4,29,"Why did they bring him to the brow of the hill on which their town was built","So that they could throw him down the cliff"
4,30,"Where did he go","Away"
4,31,"To where did he go down","Capernaum OR A city of Galilee"
4,31,"On when was he teaching them","The Sabbath"
4,32,"What were they","Astonished"
4,32,"At what were they astonished","His teaching"
4,32,"Why were they astonished at his teaching","For his word possessed authority"
4,32,"What possessed authority","His word"
4,33,"In where was there a man who had the spirit of an unclean demon","The synagogue"
4,33,"Who was there (in the synagogue)","(A) Man who had the spirit of an unclean demon"
4,33,"With what did he cry out","(A) Loud voice"
4,34,"What do I know","Who you are (the Holy One of God)"
4,35,"Who rebuked him","Jesus"
4,35,"Saying what did Jesus rebuke him","“Be silent and come out of him”"
4,35,"Be what","Silent"
4,35,"When did he come out of him","When the demon had thrown him down in their midst"
4,35,"Who had thrown him down","The demon"
4,35,"In what had the demon thrown him down","Their midst"
4,36,"What were they all","Amazed"
4,36,"Who were amazed and said","They all"
4,36,"To whom did they say","One another"
4,36,"What did they say","“What is this word, for with authority and power he commands the unclean spirits and they come out”"
4,36,"With what does he command the unclean spirits","Authority and power"
4,36,"Whom does he command","The unclean spirits"
4,37,"What went out into every place","Reports about him"
4,37,"Into where did reports about him go out","Every place in the surrounding region"
4,38,"Where did he leave","The synagogue"
4,38,"Where did he enter","Simon’s house"
4,38,"Who was ill","Simon’s mother-in-law"
4,38,"What was Simon’s mother-in-law","Ill"
4,38,"With what was Simon’s mother-in-law ill","(A) High fever"
4,38,"On what did they appeal (to him)","Her behalf"
4,39,"What did he rebuke (stand over her and)","The fever (left her)"
4,39,"How did she rise [OR When did she rise]","Immediately"
4,40,"When did all those who had any who were sick bring them (to him)","(Now) When the sun was setting"
4,40,"What was setting","The sun"
4,40,"Who brought them (to him)","All those who had any who were sick with various diseases"
4,40,"What did he lay on every one of them","His hands"
4,40,"On whom did he lay his hands","Every one of them"
4,41,"Who came out of many (also)","Demons"
4,41,"Out of whom did demons come (also)","Many"
4,41,"Crying what did demons come out of many (also)","“You are the Son of God”"
4,41,"Who are you","The Son of God"
4,41,"Why did he rebuke them and would not allow them to speak","Because they knew that he was the Christ"
4,41,"What did they know","That he was the Christ"
4,42,"When did he depart","When it was day"
4,42,"Into where did he go","(A) Desolate place"
4,42,"Who sought him and came (to him) [OR Who would have kept him from leaving them]","The people"
4,42,"From what would the people have kept him","Leaving them"
4,43,"What did he say","“I must preach the good news of the kingdom of God to the other towns as well; for I was sent for this purpose”"
4,43,"What must I preach","The good news"
4,43,"To whom must I preach the good news [OR To what must I preach the good news]","The other towns"
4,43,"Why must I preach the good news","For I was sent for this purpose"
4,43,"For what was I sent [OR Why was I sent]","This purpose"
4,43,"What was I","Sent"
4,44,"In where was he preaching","The synagogues of Judea"
5,1,"When was he standing by the lake of Gennesaret","On one occasion OR While the crowd was pressing in on him"
5,1,"Who was pressing in on him","The crowd"
5,1,"Why was the crowd pressing in on him","To hear the word of God"
5,1,"By what was he standing","The lake of Gennesaret"
5,2,"What did he see","Two boats"
5,2,"By what did he see two boats","The lake"
5,2,"Who had gone out of them and were washing their nets","The fishermen"
5,2,"What were the fishermen washing","Their nets"
5,3,"What did he ask him","To put out a little from the land"
5,3,"From where did he ask him to put out a little","The land"
5,3,"Whom did he teach","The people"
5,3,"From what did he teach the people","The boat"
5,4,"When did he say to Simon","When he had finished speaking"
5,4,"To whom did he say","Simon"
5,4,"What did he say","“Put out into the deep and let down your nets for a catch”"
5,4,"Into where put out","The deep"
5,4,"What let down","Your nets"
5,4,"For what let down your nets","(A) Catch"
5,5,"Who answered","Simon"
5,5,"What did Simon answer","“Master, we toiled all night and took nothing! But at your word I will let down the nets”"
5,5,"When did we toil","All night"
5,5,"What did we take","Nothing"
5,5,"At what will I let down the nets","Your word"
5,5,"What will I let down","The nets"
5,6,"When did they enclose a large number of fish","When they had done this"
5,6,"What did they enclose","(A) Large number of fish"
5,6,"What were breaking","Their nets"
5,7,"To whom did they signal","Their partners"
5,7,"What did they signal to their partners","To come and help them"
5,7,"What did they fill","Both the boats"
5,7,"How did they fill both the boats","So they began to sink"
